10000 19994
2582 8380 6254
2583 6965 8920
2584 2958 7863
2584 8593 17130
2585 5595 1367
2585 6108 10719
2585 8700 10530
2586 4852 14873
2586 6059 16668
2586 7846 -5363
2586 8264 -1575
2586 9494 -15153
2586 9611 5312
2587 5441 6805
2587 9489 1089
2588 3292 10927
2588 6841 285
2588 8330 12639
2589 4777 -1936
2589 6181 13029
2590 4520 7686
2590 7253 -14686
2591 9034 10508
2591 9522 -2147
2591 9825 -1810
2592 3515 7100
2592 7920 -15857
2593 3784 -9281
2593 3809 -8689
2593 5408 -9998
2593 7261 -11737
2594 2656 -17615
2594 5141 4160
2594 5522 17271
2594 8992 -16472
2594 9765 9403
2595 5043 9741
2595 6726 -1403
2595 7448 -13135
2595 9780 10978
2596 4879 -17543
2596 6577 7153
2596 8730 -18323
2596 9747 -13133
2597 4882 -19385
2597 7552 7517
2597 8296 13418
2597 8852 17172
2598 2615 5187
2598 4835 -2086
2598 8415 -9075
2599 3329 9236
2599 5625 8060
2599 6205 2196
2599 6584 -16621
2599 7872 3322
2600 8962 -6635
2601 5198 -8752
2601 7031 14435
2601 7935 15239
2601 9198 -2788
2601 9528 -2447
2602 4642 -6466
2602 4983 -6537
2602 6674 19739
2602 9484 -10525
2603 2751 -6213
2603 4906 -10105
2604 3963 2916
2604 6833 15968
2604 8827 5654
2605 4167 -9930
2605 5682 -19530
2605 5936 -417
2606 7532 -2564
2606 9418 -8221
2607 2824 14992
2607 3769 12669
2607 4970 19190
2607 9562 1612
2607 9784 19651
2608 4332 -498
2608 9723 9356
2609 3655 -8797
2609 4819 -8060
2609 5302 -3010
2609 6535 12343
2609 8605 -2393
2610 3043 5860
2610 4951 -14583
2611 2727 15919
2611 3113 11862
2611 8231 12018
2612 4947 -15233
2612 8693 3842
2612 8994 6514
2612 9193 11680
2613 4302 4374
2613 7746 16796
2614 6727 -19297
2614 7051 -2913
2615 3115 -7183
2615 3603 -2115
2615 4007 15351
2615 7060 6017
2616 3127 19062
2616 4757 -13279
2616 5776 -15984
2616 6400 17990
2616 8258 -17811
2616 8290 1428
2617 2919 17174
2617 5634 7660
2617 9384 -13991
2618 6121 17346
2618 7957 -10711
2618 8386 -7452
2619 3642 13621
2619 5415 9497
2619 7573 -3221
2619 9310 -16064
2620 2755 -9575
2620 3335 -17321
2620 7983 -16759
2621 3075 -9183
2621 3280 12487
2621 8041 13512
2621 8392 7855
2622 6821 8987
2622 8105 10205
2622 8182 -7404
2622 9847 -15510
2623 3411 -7178
2623 3534 -13339
2623 5669 5793
2623 6530 6823
2624 3433 18874
2624 3561 -8689
2624 5745 908
2624 6454 1018
2624 7331 -4142
2624 7800 19393
2625 8852 16623
2625 9394 -8118
2627 4911 -12627
2627 5973 -10597
2627 8439 -6136
2628 5640 -17484
2628 7170 -11989
2629 3181 16485
2629 3656 5911
2630 6560 -10493
2630 9139 -13796
2630 9337 3106
2631 3193 -1487
2631 3561 -17233
2631 5886 -12838
2631 8106 -10657
2632 4953 -9870
2632 8434 971
2632 9038 -266
2632 9442 -5830
2633 5963 -12994
2633 8489 -10471
2634 2864 4165
2634 3432 9003
2635 3416 -13801
2635 7550 -19563
2636 4107 -2882
2636 5270 7567
2636 5735 4732
2636 6088 1749
2636 7699 -9431
2637 2671 -17677
2637 4674 -2917
2637 6981 4339
2638 3609 16881
2638 7621 -2017
2639 5395 11221
2639 6825 3686
2639 9902 -9947
2640 3350 -3717
2640 3357 13743
2640 5469 -5359
2640 5840 8729
2640 6415 18512
2640 7957 1049
2640 8014 -18803
2641 4185 16748
2641 8570 10503
2641 9455 -16766
2641 9793 -19798
2642 3028 -8824
2642 6150 -3660
2642 7842 9876
2642 8186 -6958
2643 2952 -19419
2643 4016 4101
2643 5799 2079
2643 7878 9256
2644 3964 12854
2644 7440 13339
2644 7673 -18820
2644 8114 -16142
2645 4658 -19591
2645 6438 -17423
2646 3398 -15443
2646 4351 11709
2646 6090 -4503
2646 8427 1722
2646 8628 12333
2646 8925 -1818
2647 6083 -789
2647 8241 18712
2648 5322 -6206
2648 8748 86
2649 3035 -9320
2649 5635 -4237
2649 5704 -8099
2649 7374 18287
2649 9468 -8013
2650 3437 -16340
2650 4352 1666
2650 4377 2906
2650 7531 -16100
2650 8305 3857
2651 4839 -6979
2651 5720 19749
2652 6828 4853
2652 7096 -11991
2652 7638 4136
2652 8921 -5784
2653 3721 -15520
2653 4363 -4355
2653 5645 -18393
2653 7812 -515
2654 5825 -19857
2654 6767 14008
2654 7696 8987
2654 9510 6316
2655 3685 -16916
2655 8034 13099
2657 6938 -2023
2658 2755 -13722
2658 3243 -16505
2658 5367 842
2658 5488 -3171
2658 7517 3678
2658 8453 13959
2659 9561 14306
2660 5515 -12463
2660 7711 11293
2661 2712 -8101
2661 3087 4848
2661 8191 9992
2662 2813 13203
2662 5440 13072
2662 6138 647
2662 7045 -195
2662 8978 4096
2662 9910 -1477
2663 4284 8988
2663 7505 17333
2663 9410 -4748
2664 3185 -825
2664 6146 15859
2665 6731 12231
2666 4336 17259
2666 7038 -16330
2666 7464 -5944
2667 4582 170
2667 4830 -16875
2667 6741 -6864
2668 5781 1545
2668 6381 1021
2668 6706 -259
2669 3400 16084
2669 7709 16979
2670 5838 -9494
2671 4747 -1086
2671 5952 -11002
2672 4531 -17250
2673 5428 19166
2673 5750 501
2674 4228 11900
2674 6984 10292
2674 9648 -7542
2674 9937 -2894
2675 4475 -3595
2675 5412 -2778
2676 6747 7015
2677 5268 4072
2677 6064 -7969
2678 6359 -2145
2678 8995 5566
2679 2743 8302
2679 3071 -5046
2679 8338 5620
2680 5000 8606
2680 8116 -5246
2680 9750 3839
2681 2996 -14255
2681 3593 -3226
2681 6578 -169
2681 8237 -1883
2681 9502 15837
2682 4458 15212
2682 6762 -18155
2682 7342 -13209
2682 8613 -14720
2683 3426 17965
2683 7114 6684
2683 7199 16231
2683 7900 3603
2683 8817 4348
2684 4143 -5841
2684 6485 -2502
2685 3786 -11464
2685 4640 10063
2685 9698 -6550
2686 4674 6878
2686 6512 8841
2687 2732 8380
2687 5186 17602
2687 5653 12497
2687 8812 15140
2688 5013 15020
2688 7888 -16014
2688 8367 -4219
2689 8760 -414
2691 6577 17781
2691 6831 13822
2691 7617 247
2691 8413 -17896
2692 3320 -15448
2692 3457 -13225
2693 4517 -11911
2693 7384 -13151
2694 4420 1479
2694 5628 -14811
2694 5679 -17591
2695 4035 8144
2695 7470 12291
2695 9573 -660
2696 3550 11086
2696 5883 11058
2696 9202 5616
2697 5726 9041
2698 4171 9882
2698 7136 -14415
2698 8031 -18839
2698 9643 13795
2699 3194 -4559
2700 7752 -9984
2700 8121 4131
2701 8181 11996
2701 8699 8783
2702 3014 10243
2702 3056 -7053
2702 9200 8410
2702 9229 1910
2703 9010 -1735
2703 9817 -14879
2704 2998 9526
2704 4502 10920
2704 5315 -4786
2704 6161 2141
2704 8774 -19551
2705 8343 6981
2705 9751 -19844
2706 3641 -3408
2706 6419 -6823
2706 6890 18032
2706 9266 8749
2706 9858 -2753
2707 4135 7662
2708 5459 -9215
2708 7324 -7315
2709 4346 -8109
2709 4909 -1606
2709 8996 -17626
2710 2739 -7140
2710 5924 -18285
2711 3001 11902
2711 8609 19026
2712 2921 -19935
2712 9762 -5857
2713 5869 -768
2713 6558 -15146
2713 7117 -1261
2713 7322 -9644
2713 7774 -6460
2713 8257 3240
2714 3327 -16963
2714 6645 17762
2715 4680 17918
2715 7043 -19906
2716 5501 -16748
2716 8353 8384
2717 3801 -4157
2717 4159 -4176
2717 5522 15620
2717 5812 10567
2717 6237 16282
2718 3886 12995
2718 5584 -19366
2718 6279 -3745
2718 6358 3304
2718 8833 1215
2718 9500 -16057
2719 5785 -9802
2719 6569 -5528
2719 7098 13783
2720 3232 -4299
2720 6399 12405
2720 7088 -304
2720 7666 -7659
2721 3682 -11142
2721 8695 -16617
2721 9202 13207
2721 9302 -919
2722 6554 8738
2722 8261 -13567
2723 4123 -2683
2723 6462 -12176
2724 3849 11196
2724 7947 6693
2724 8113 -19853
2724 9211 -19915
2725 5016 19826
2725 6515 7160
2725 6681 8265
2726 8597 -2777
2728 4616 18031
2728 8534 -4909
2728 8905 1910
2729 4510 -4357
2729 4534 -11431
2729 5556 928
2729 6029 -8763
2729 7548 -1874
2729 7833 -14527
2730 3772 -4641
2730 4479 1881
2730 5278 -7471
2730 8049 -9044
2731 6255 -10343
2731 7183 -11922
2731 7339 -8707
2731 8488 18222
2732 4010 14962
2732 6553 -3304
2732 8670 357
2733 3689 4042
2733 4326 -15217
2734 7112 -284
2734 7270 -13487
2735 2943 -29
2735 3713 13159
2735 4762 -12833
2735 8347 6701
2736 3959 15668
2736 4843 15557
2736 6559 -2636
2737 3462 3196
2737 3746 -6843
2737 3792 6274
2737 3939 19296
2737 9093 19352
2737 9609 5587
2738 7205 -18106
2738 7553 14126
2738 7657 10791
2739 5490 -16426
2740 6779 -19508
2740 8279 15110
2740 8344 -3742
2741 6248 9484
2742 3400 -7372
2742 4814 -15173
2743 3244 -14292
2743 3998 9457
2744 8980 -10062
2745 3495 -9251
2745 6587 -10566
2746 5971 -11085
2747 3784 19985
2747 4025 2509
2747 6452 -7062
2747 8328 -3018
2748 5690 16499
2748 7815 -14250
2748 7906 -16039
2748 9224 -2298
2749 4817 -1591
2749 9089 -3884
2749 9608 2092
2751 3220 -15466
2751 4444 -7339
2751 6383 -5276
2751 9753 -19151
2752 4384 1485
2752 5401 15624
2752 7981 -2665
2753 3185 69
2753 5086 19239
2753 5505 16082
2753 6730 3083
2753 8387 18676
2753 9739 -4877
2754 7175 17675
2756 3366 -5999
2756 7747 14569
2756 8523 -11278
2756 8677 6819
2757 3464 -3284
2757 4386 -9666
2757 9966 -1693
2758 3831 -1607
2759 8153 -7924
2759 8337 3163
2759 9069 5206
2760 3982 8673
2760 6339 2785
2760 8572 2486
2760 9833 -12195
2761 2864 11936
2761 4787 -17989
2761 5741 -17324
2761 6176 -9459
2761 6772 -18805
2762 5597 -7038
2762 8400 -6521
2762 8450 1946
2763 4203 4933
2763 6382 3617
2764 3433 -17381
2764 4066 -13688
2764 7605 2021
2765 7244 -1416
2766 3082 10787
2766 4304 -545
2766 4390 605
2766 4413 -16684
2766 4624 -6704
2767 5535 -10972
2767 7869 -1265
2768 3239 -3676
2768 6727 -4600
2768 7395 -16688
2769 2897 -10859
2769 9718 8819
2770 6504 -14088
2771 3523 4231
2771 4764 1883
2771 6207 9615
2771 6570 18247
2771 6980 -1778
2772 3365 -9957
2772 4246 -11941
2772 6568 -6365
2772 7556 941
2773 7790 -4374
2773 9485 2607
2773 9964 -528
2774 3285 10103
2774 7490 -19839
2774 7536 9348
2775 3640 -15442
2775 5374 -11049
2775 5761 18473
2775 7851 -5016
2775 9190 15475
2776 8235 3776
2776 9160 -10130
2776 9684 80
2777 7750 -9617
2777 9997 -3592
2778 3662 8931
2778 6391 11806
2779 3247 19665
2779 3724 10086
2779 9617 -4602
2780 5881 -9708
2780 6866 3624
2780 9753 15757
2781 4977 -12355
2781 6616 -13540
2781 7300 3772
2781 7583 -15281
2781 9476 -18380
2782 4478 -14939
2782 7674 -7407
2782 8542 -6768
2783 4705 563
2783 9677 -10348
2784 4972 -3616
2784 5066 10566
2784 6733 18376
2784 7540 13622
2784 8126 4856
2784 9135 -9646
2786 2808 2629
2786 2846 -15122
2786 3273 1025
2786 3905 -9275
2786 5268 6786
2786 6007 13526
2786 9283 -13027
2787 4823 -7204
2787 7606 -10661
2787 9592 3333
2788 9019 -18576
2788 9402 -9814
2789 7497 15485
2789 7950 -844
2790 3941 -10711
2790 5092 14152
2790 8478 14550
2791 3364 1199
2791 3470 -15621
2791 7606 17322
2791 8831 -12054
2792 5795 -3839
2792 5886 13528
2793 3909 -11309
2793 5961 17078
2793 7767 7851
2794 5292 -5668
2794 6972 -12973
2795 4203 -2588
2795 5990 17698
2795 7460 -7071
2796 4008 16165
2796 7986 -3115
2796 8790 5262
2797 3498 -1993
2797 4220 16580
2797 9363 18746
2798 4153 17137
2799 4381 -10079
2799 5000 18287
2799 5951 17954
2799 6067 -86
2799 7430 9204
2800 3562 12827
2800 4530 13512
2800 5711 18230
2800 8635 -15199
2801 5965 4267
2801 6185 10662
2802 4662 17834
2803 5846 -3189
2803 6175 8381
2803 7664 64
2804 4340 1678
2804 6653 -16422
2804 9614 12564
2804 9754 -16672
2805 3432 -19914
2805 4947 16682
2805 4986 8270
2805 5075 7528
2805 8914 -19701
2806 3387 1233
2806 4463 948
2806 5719 -16758
2806 5759 -3933
2807 6184 -2931
2807 8699 -262
2807 8843 -4271
2808 5732 -15354
2808 8664 10018
2809 4989 -8515
2809 7114 -18577
2809 9710 19499
2810 4434 -16331
2810 5769 -7379
2810 6979 3724
2811 5012 -5719
2811 9122 6222
2812 7021 -12360
2812 8329 -17858
2813 8245 -7564
2814 8463 18033
2814 8930 6594
2815 5319 -2064
2816 7753 8182
2816 9984 7420
2817 6847 -9046
2817 9852 -13261
2818 3695 -15117
2818 8261 -12687
2819 6925 11264
2819 9030 -15450
2820 3165 5470
2820 6918 -18309
2820 9329 14112
2820 9541 16720
2820 9665 11690
2821 3857 -9285
2821 4697 12673
2821 8855 15925
2822 6957 16285
2822 8449 -6858
2823 2834 -19696
2823 5521 15359
2823 8794 16422
2823 9949 11020
2824 4681 -5921
2824 7924 5997
2825 6148 1788
2825 8338 15489
2826 8511 4276
2826 9390 15161
2827 5993 -12661
2827 7377 -5540
2827 8786 8183
2827 9446 -12053
2827 9859 8999
2828 5197 -16656
2828 5306 11881
2828 7460 -15849
2829 9657 -5200
2830 5236 -6537
2830 6518 -13485
2830 7578 7195
2830 9442 4803
2831 6259 1569
2831 9243 -17772
2832 8568 -1866
2832 9918 17286
2833 5328 14432
2833 8737 1996
2833 8833 3764
2834 4204 -16481
2835 3868 15708
2835 7168 -4609
2835 7592 2742
2835 9002 17567
2836 2880 19247
2836 6969 12441
2836 7115 -6520
2836 8361 -49
2836 9433 19796
2837 5308 -6186
2837 7688 -15120
2837 8603 -18374
2838 6483 636
2838 8718 5842
2839 2935 11599
2839 3166 -9765
2839 3472 6317
2839 6405 -2261
2839 7843 15094
2840 6462 16540
2841 3123 15697
2842 3974 -9312
2842 9734 -12987
2843 3140 -8115
2843 3437 -12975
2843 5900 -12079
2843 6471 13968
2843 6870 1761
2844 7010 -3788
2845 6232 -10581
2845 6483 -6793
2846 4060 1574
2846 6999 11636
2847 3016 -11863
2847 4020 1204
2847 4992 -11092
2847 6490 -8559
2848 4888 -1341
2848 8749 -18536
2849 5581 -1542
2849 5793 -4608
2849 5963 6509
2849 8039 -18244
2849 8492 16266
2849 9927 13431
2850 5464 3695
2851 5154 -18032
2851 5499 9561
2851 7954 4682
2851 9847 4166
2851 9871 11944
2852 6319 6883
2852 8005 4811
2852 9074 4831
2853 6358 -4285
2853 9769 17108
2854 6069 2935
2855 6878 5109
2855 7950 14923
2856 5942 -7906
2856 6919 -19596
2856 7695 13155
2856 9797 -9683
2857 5413 -15764
2858 7514 18501
2858 8386 -7015
2859 2868 -7700
2859 5992 -1852
2860 3359 -16373
2860 5795 15331
2860 7109 16197
2860 8835 13915
2861 5482 -12032
2861 8687 16010
2862 4449 12128
2862 8497 -12613
2863 4105 -2601
2863 4595 14776
2863 7355 6275
2864 4776 -8678
2864 6898 10533
2864 8021 3431
2865 8916 -17518
2866 8355 12825
2866 9330 -6292
2867 3509 16335
2867 6681 599
2868 3649 19628
2868 5355 -145
2868 7227 18161
2868 9145 17152
2868 9369 -16436
2868 9478 9858
2869 4045 -2596
2869 4753 7824
2869 5671 1073
2869 5736 13922
2869 5828 -16792
2869 6712 -18200
2870 4599 -11113
2870 5756 -2345
2870 6448 1216
2870 6883 9479
2871 3075 7692
2872 4820 -2045
2872 5160 8518
2872 5313 -4143
2873 5904 -10690
2873 7391 -1529
2874 5322 -9880
2874 7985 18957
2875 3612 -6149
2875 8134 10355
2876 7858 -10799
2876 8400 -8503
2876 8778 -9528
2877 6953 -11077
2877 8399 -8215
2878 9881 14845
2879 2912 -8163
2879 4515 10992
2879 5688 -16634
2879 9194 -9254
2879 9507 2578
2880 5019 -3228
2881 3071 -11705
2881 5760 -10259
2881 6239 7590
2882 4623 -4458
2882 5452 -14437
2882 6007 15103
2883 3738 18391
2883 6964 -2871
2883 8881 -3983
2884 3295 18019
2884 3394 -15609
2884 4534 -458
2884 4597 13180
2884 6774 4034
2886 3986 -4581
2886 4670 4762
2887 3730 -5869
2887 5922 6431
2887 9682 -4569
2887 9860 4530
2888 3278 -2025
2888 9287 -659
2888 9664 3177
2889 3899 -11821
2889 4238 -14285
2889 5966 -9811
2889 6846 -14032
2889 8302 2073
2890 4028 -12673
2890 6393 -13811
2890 9832 -7845
2891 5081 12966
2891 6462 4856
2891 8401 -7722
2891 9382 14282
2892 3469 18776
2892 5642 -7436
2892 8485 -94
2892 9505 -4509
2893 4723 -10724
2893 7973 -15978
2893 8563 -7148
2893 9643 16084
2894 3229 -18197
2894 4055 -14171
2894 5118 10845
2894 8464 -750
2895 3841 -5351
2895 4348 -14472
2895 6360 10215
2896 4368 -11231
2896 7694 11296
2897 5709 -12796
2897 7236 15556
2897 9548 -8997
2898 3897 5376
2898 4505 14453
2898 5861 8343
2898 7902 5412
2898 8566 -16378
2898 9787 -5550
2898 9872 9412
2899 6638 10191
2899 7697 1309
2900 3937 17247
2900 7214 -12257
2900 9011 5884
2901 4377 -3727
2901 6155 -7861
2901 6270 -19425
2901 9554 -12319
2902 7044 4995
2902 9209 16047
2903 2946 -8188
2903 3626 11138
2903 8162 3873
2904 6044 16203
2904 8729 15553
2905 4280 18048
2905 8849 -9214
2906 4783 16990
2906 4915 8120
2906 8723 6486
2906 8995 6942
2907 4222 -7321
2907 5978 2204
2908 7770 19547
2908 9836 -12968
2909 8891 -11471
2911 5547 -10672
2911 8271 -3257
2912 7066 3238
2912 8128 -19820
2914 3170 4227
2914 4987 3487
2915 3629 16508
2915 7235 -8242
2915 8230 6567
2916 5028 12001
2916 7310 -18210
2917 3796 -15571
2917 3996 -2244
2917 4987 -16211
2917 7608 -13307
2918 2953 4773
2918 3786 -6175
2918 7168 -11672
2918 7203 5328
2918 8128 -5686
2918 8234 1410
2919 4169 -1875
2919 4330 -6510
2919 6027 8336
2919 9269 -19824
2920 3178 5701
2920 7255 -9289
2921 5949 -7705
2921 8967 9137
2922 4678 13398
2922 6039 -7046
2922 6376 -6464
2923 3162 -11388
2923 3509 -6896
2923 4298 9782
2923 4387 -2646
2923 7698 -7547
2923 9833 12297
2924 5330 12201
2924 7650 -3339
2925 6195 8016
2925 7467 -656
2926 4089 8727
2926 9629 -10073
2927 5257 -12116
2927 7864 13310
2928 3902 1756
2928 8188 8531
2930 3597 19180
2930 5193 -17815
2930 5269 11239
2931 2989 -336
2931 5029 -12972
2931 5439 -10937
2931 9010 -1875
2931 9624 -13093
2932 5498 -7308
2932 5913 6001
2932 6684 1403
2933 4523 16551
2933 5060 16608
2934 3471 -5816
2934 7930 1071
2935 4387 -4135
2935 6536 5077
2936 4329 468
2936 5559 3157
2936 9136 -12877
2936 9309 19437
2937 4937 11424
2937 5676 -13477
2937 5970 -2211
2938 3529 -3203
2938 3814 -6971
2938 3995 -18021
2938 4059 -16172
2938 6172 -3833
2938 8511 4301
2938 9519 -12243
2939 2977 -6247
2939 3002 3696
2939 4009 13049
2939 6017 18501
2940 5809 -3448
2941 4518 -3559
2941 7385 1149
2941 7909 12245
2941 9321 889
2942 3911 -7149
2942 5511 -7514
2942 7597 -14210
2943 9150 5329
2943 9296 6408
2943 9516 -631
2944 6339 13408
2944 8622 -17675
2945 4745 18300
2945 6871 119
2945 7740 3288
2946 6328 -3037
2946 9064 -19306
2947 7001 5663
2947 7051 -11443
2947 9301 2318
2948 3224 16315
2948 4535 -14432
2948 7230 -9038
2948 7408 -108
2948 9582 1918
2949 7375 -13488
2949 8197 -15107
2950 4680 1624
2950 6853 8353
2950 7274 -17341
2950 8379 6111
2951 3775 -6139
2951 4170 -11456
2951 8876 -2650
2952 3099 13337
2952 7176 4384
2953 3532 4265
2953 4568 7440
2953 6509 -3533
2954 4161 -15485
2954 4718 -8965
2954 7521 -16475
2954 7872 -9562
2955 2978 1401
2955 5164 -2997
2956 5729 559
2956 5735 2004
2956 6387 -7993
2958 3638 7218
2958 4046 -3498
2958 7631 -18745
2959 3079 -6922
2959 3333 -17001
2959 5406 -6842
2960 4498 1622
2960 6426 18506
2960 8584 -19122
2961 4955 -1519
2961 8426 13385
2961 9253 10519
2962 3171 2796
2962 6810 -1951
2962 7101 -12905
2962 8622 -16005
2962 9496 -11711
2963 5097 -15843
2963 8152 17373
2964 5862 -628
2964 6752 7039
2965 4064 894
2965 8123 15597
2965 8480 7456
2966 3286 4857
2966 5860 -12061
2966 8527 -411
2966 9459 -19011
2967 6060 -14984
2967 8387 -4454
2968 5879 -8508
2968 8965 1803
2968 9499 6795
2969 9129 -3809
2969 9834 -7839
2969 9899 13684
2970 3673 5740
2970 4839 145
2970 7867 -2674
2971 4608 -6294
2971 4722 14857
2971 8985 -17707
2971 9770 -3653
2971 9828 -12916
2972 6078 19862
2972 7933 14850
2972 9441 4538
2973 7203 -14892
2973 7890 -14207
2973 7944 -16223
2973 9761 -15987
2974 3669 -12119
2974 4040 -18773
2974 4352 6792
2974 5895 -13036
2974 8393 15967
2974 8394 10020
2975 4324 19285
2975 4700 7500
2975 7496 -8496
2976 3828 -18608
2976 9331 -15704
2977 7248 10996
2977 9576 -10991
2978 4957 15407
2978 8254 -11252
2978 9366 -1084
2979 4871 12381
2979 5106 -11159
2980 5310 7950
2980 8139 15959
2980 8961 -13526
2981 8402 -9047
2982 4371 -4386
2982 5257 -4187
2982 9030 13556
2983 4351 10546
2983 7540 8673
2983 7968 11426
2983 8494 15209
2984 6823 10453
2984 9670 -11615
2984 9893 -19168
2985 8631 9074
2986 8832 -6410
2987 3810 -14195
2987 7264 -3234
2987 8358 13132
2988 3836 1128
2988 5484 5209
2988 9527 -7764
2988 9604 -11080
2989 3464 13980
2989 6219 -15886
2989 8430 17058
2989 9361 2881
2989 9840 -10432
2990 3347 6740
2990 4824 5386
2990 6593 -1164
2990 7840 -120
2991 5606 -16747
2992 5142 3530
2992 6995 11403
2993 6998 16846
2993 8129 -13606
2994 9595 -10344
2995 7413 -7809
2995 9434 -18533
2996 6194 9098
2997 3558 -12569
2997 5679 -4555
2997 6290 -7899
2997 9819 14946
2998 7414 -6678
2998 9062 13924
2999 6537 15727
2999 7802 10476
3000 6615 -3604
3000 8978 2003
3001 5562 14255
3001 6642 -12658
3001 9260 11031
3001 9904 -5813
3002 3795 1671
3002 9545 -11703
3003 6304 -17395
3003 6800 10834
3004 3068 -16125
3004 7538 -8559
3004 8107 7536
3005 6117 -4842
3006 4454 -5938
3006 9190 676
3007 3147 -12367
3007 4203 -13313
3007 5064 4462
3007 6318 18676
3008 3961 -13041
3008 5315 8472
3008 7095 -16861
3008 9783 13834
3009 3204 1933
3010 5901 16278
3010 7258 15424
3011 3716 -4672
3011 5789 -9572
3011 9026 -17362
3012 4020 5652
3013 3950 18426
3013 7647 -11299
3013 8721 -16720
3014 4027 13090
3014 5760 5730
3014 6260 -18549
3014 9477 2319
3015 7778 -17754
3016 4053 -11298
3016 7744 -6508
3016 9839 17967
3017 5080 1700
3017 8741 -2939
3017 9755 -18619
3018 3519 -8817
3018 6182 -10343
3018 7891 -14368
3019 4816 13434
3019 7040 -14613
3020 4209 5232
3020 8238 12750
3020 9730 -16401
3021 6292 -9638
3022 3257 14949
3022 4872 -3044
3022 6137 -7539
3022 8985 11518
3023 3224 3527
3023 4606 9916
3023 6991 9144
3023 7023 11435
3023 8196 -12741
3024 4232 -847
3024 6435 11235
3024 9397 -15794
3024 9962 -1330
3025 5823 19597
3025 8758 9298
3026 3589 -19641
3026 6336 12043
3026 9533 9372
3027 3040 -13207
3027 3850 -620
3027 8682 -1115
3027 9640 19876
3028 7890 17699
3028 8781 -15954
3029 6765 -14000
3029 9495 19637
3030 4484 7125
3030 6311 -18896
3030 8694 -5323
3031 5411 -2480
3031 6138 -9739
3032 3532 -19164
3032 6738 7057
3033 5421 -10567
3033 8587 9795
3034 4953 -8938
3034 6150 -13782
3034 6472 5699
3034 8994 19937
3034 9688 10886
3034 9767 -17618
3035 3352 1794
3036 5342 -4363
3037 4272 17397
3038 9263 -4155
3038 9657 19668
3039 4035 -6381
3039 4466 778
3039 7112 -17284
3039 8248 19890
3039 8541 15803
3040 4739 -2
3040 7161 -19246
3041 3990 5491
3041 9682 -4037
3042 5380 11617
3042 5779 14467
3042 6615 16173
3042 8062 -14578
3042 8402 -6216
3042 9790 2373
3044 3124 -19231
3044 8167 12625
3044 8409 -1495
3045 7948 14986
3045 8793 9648
3046 3356 6721
3046 6316 15377
3046 7851 -15026
3046 8181 4971
3047 3209 8370
3047 5375 2861
3047 6073 13485
3047 6114 2508
3047 9570 -4477
3047 9678 -4027
3048 4714 -1638
3048 7764 -11530
3049 3871 -19299
3049 5065 -18453
3049 5293 9221
3049 6747 12990
3050 3051 18005
3050 4994 -4224
3050 8635 17991
3050 9037 15224
3050 9618 19363
3051 5871 -10249
3052 3823 5827
3052 6628 17316
3052 7226 10774
3053 8812 787
3054 3362 19598
3054 5350 -19827
3055 3562 13523
3055 4798 15336
3055 8253 -10337
3055 9963 2569
3056 5331 -10949
3056 7859 -12152
3057 4234 15925
3057 4646 18610
3057 5811 19437
3057 7260 9426
3057 9667 -8516
3058 4741 -1513
3058 6452 7327
3058 9174 13032
3059 3755 3067
3059 5471 5395
3060 3101 17759
3060 8304 1994
3060 8909 5979
3061 5160 -18910
3061 5648 -10608
3062 6136 17584
3062 6956 -15524
3062 7086 19357
3062 8825 -12528
3063 4401 -16140
3063 7023 4591
3063 8889 9791
3064 4346 -2019
3064 5296 15516
3064 7326 -10577
3064 7432 18750
3064 8217 12147
3064 8678 -13611
3064 8971 -5948
3065 3911 -8756
3066 8058 7023
3067 6250 2597
3067 7865 -18545
3068 4785 -2507
3068 6251 5259
3068 7977 -262
3069 4057 5955
3070 3648 -6770
3070 3949 1899
3070 8073 -8391
3071 3272 -14271
3071 7467 6824
3072 6514 -389
3072 6888 16674
3072 6905 -4605
3073 5585 -18723
3073 6422 -5638
3073 8439 5517
3074 3245 -7600
3074 3838 17995
3074 6242 11659
3074 6425 19989
3074 9843 9048
3075 6623 -9969
3075 8412 12423
3076 5579 13240
3076 8299 -17090
3077 3337 -11639
3077 5781 -10891
3078 3496 -16882
3078 4995 1402
3078 6896 10996
3079 7956 -13641
3080 8634 -7992
3081 5593 12965
3081 8559 -10120
3081 9736 -2518
3082 4175 4998
3082 4327 -4927
3083 9304 -5289
3084 4683 -13128
3084 6640 -17222
3085 4216 14450
3085 9777 10047
3085 9904 11331
3086 4555 -12000
3086 5372 -769
3086 6043 7742
3086 6195 18288
3086 6472 7308
3087 3594 7065
3087 6264 18813
3087 7399 2498
3087 8065 8499
3088 5708 8908
3088 6098 9758
3088 7107 5820
3089 4263 -9717
3089 8378 8185
3090 3563 16997
3090 3816 11193
3090 5656 1485
3091 8967 19328
3092 3521 18133
3092 4619 -4518
3092 5637 5019
3092 5697 1256
3093 3677 8830
3093 4842 -11200
3093 7801 -18202
3093 8760 17291
3093 9985 8266
3094 5109 -17565
3094 6663 -9605
3094 7270 -6359
3095 3610 -13246
3095 8954 -4206
3095 9444 6223
3096 5259 -17452
3096 6559 7207
3097 5549 9949
3097 5552 10461
3098 6150 -5809
3098 6235 8821
3098 7466 11199
3098 7832 8872
3098 8116 1639
3099 5124 10581
3099 5488 -19147
3099 6307 -12335
3100 5001 7444
3101 4690 -1423
3101 9709 13594
3102 3940 -16784
