10000 19996
1573 7560 1157
1573 8081 2103
1574 2458 12731
1574 2976 4153
1574 8158 13241
1574 8238 14530
1575 5603 4963
1575 6273 3426
1575 7112 19465
1576 4240 12720
1576 4775 7675
1576 6377 622
1577 3089 10373
1577 4680 18262
1577 7698 3790
1578 1892 14040
1578 1939 15944
1578 6014 17172
1578 6331 10336
1578 8925 8145
1579 1869 7093
1579 3849 7500
1579 4060 1177
1579 8170 2084
1579 8173 12092
1579 8843 12465
1580 4298 3069
1580 6759 5697
1580 7480 9620
1581 2181 17477
1581 4539 10752
1581 4687 2022
1581 6232 2551
1582 5338 3149
1582 6294 11925
1582 6573 7311
1582 8506 15914
1583 3402 19765
1583 4231 13035
1584 5566 16769
1584 6429 4892
1584 6939 7565
1584 8486 5934
1584 8991 19240
1585 3709 15854
1585 3926 2833
1585 4462 8257
1585 7989 9624
1586 3018 14584
1586 3478 9580
1586 8466 18833
1586 8720 18378
1587 5972 8068
1587 6385 11648
1587 7751 14931
1588 7916 8309
1588 8168 16137
1589 5825 3130
1589 7888 19975
1589 9184 8791
1590 2915 10686
1590 3039 4577
1590 3270 168
1590 3948 11316
1590 4067 10390
1590 5329 9066
1591 2483 18792
1591 8964 19789
1592 2248 8509
1592 3081 7371
1592 3245 2002
1592 4263 13344
1592 6073 4429
1592 9512 6776
1593 4109 8222
1593 8137 15269
1593 8332 6832
1594 3633 15610
1594 5599 6080
1594 7179 1568
1595 2389 18435
1595 3141 10610
1595 3441 808
1595 9352 667
1596 3540 10537
1596 4946 8701
1597 1858 10517
1597 5813 7087
1597 7459 8740
1597 8659 7163
1597 9436 3176
1598 4487 7747
1598 4861 16554
1598 7644 1608
1598 7937 15276
1598 9088 17881
1599 2644 17262
1599 2809 17285
1599 7262 5191
1599 7509 9276
1599 9886 9262
1600 3255 11522
1600 3779 3909
1600 4580 1049
1600 7519 4483
1600 9770 1857
1601 3955 7198
1601 6475 9793
1601 7623 3322
1601 8236 14223
1602 2478 2701
1602 2793 1589
1602 6833 6507
1603 2497 15567
1603 5717 3476
1604 4477 8192
1604 4983 10048
1604 7208 5994
1605 2147 3624
1605 2952 1925
1605 4914 17081
1605 5367 18035
1605 6253 5025
1605 6596 6196
1606 4294 16936
1606 6702 4739
1606 8478 17711
1607 1872 2601
1607 6408 4355
1608 3806 15901
1608 3838 8711
1608 4979 1532
1608 8578 13878
1608 8717 2240
1609 2530 13461
1609 3916 19807
1609 8063 6387
1609 8414 13977
1609 8640 2962
1609 9686 10388
1610 4376 17179
1610 4722 10870
1610 5381 1695
1610 6406 10515
1610 6852 16352
1611 2990 10675
1611 7181 4468
1611 7567 9335
1612 2173 15935
1612 5062 17867
1612 5229 17068
1612 7007 11130
1613 4864 19302
1614 5340 17316
1614 7302 5497
1614 8620 1336
1614 9320 17303
1615 2719 2667
1616 2995 14073
1616 3559 16807
1616 3840 12723
1616 7584 2543
1616 9824 18112
1617 6720 16506
1617 9860 13346
1618 6390 7320
1619 2100 16361
1619 4719 18768
1619 7596 181
1620 3552 16047
1620 7303 8458
1621 2052 17811
1621 4245 5232
1621 8641 17870
1621 9644 2050
1622 3081 710
1622 4255 14961
1622 5236 12164
1623 4369 9832
1623 4638 3890
1623 4953 8484
1623 6702 3872
1623 7296 19437
1623 7872 10030
1623 9441 13564
1624 2395 5496
1624 3529 1737
1624 6494 4303
1624 9009 11885
1625 1826 19987
1625 2353 19971
1625 4252 15688
1625 9499 15092
1626 3530 9123
1626 7664 12948
1626 8123 5779
1626 8769 4577
1627 3707 7612
1627 6241 8841
1627 6314 9413
1627 7655 10871
1628 3560 2534
1628 6790 10110
1629 6537 7979
1629 7192 11361
1630 1819 11169
1630 2375 5904
1630 3880 12106
1630 7789 13551
1631 8446 919
1632 1706 4533
1632 6198 3818
1632 6805 12952
1632 8782 353
1633 7256 17904
1633 7836 10030
1633 8182 8373
1634 5738 13452
1634 5834 17527
1634 6884 13798
1635 4858 18808
1635 9313 4600
1636 5385 16205
1636 7994 16134
1636 8014 7657
1637 3842 14227
1637 4455 10821
1637 8706 17823
1638 1807 2485
1638 5612 16316
1638 5613 1507
1638 8954 3822
1638 9001 12634
1639 2198 4815
1639 2204 12363
1639 3644 17964
1639 5395 7804
1639 9400 1727
1639 9742 1578
1640 4108 13176
1641 1759 14730
1641 3447 11640
1641 4836 10965
1641 5272 11930
1641 8732 16604
1641 9759 6037
1642 2599 5018
1643 8009 8847
1643 9045 1958
1644 2091 8694
1644 4912 12029
1644 8482 7992
1645 1706 2185
1645 3671 11715
1645 7198 14496
1645 9416 15260
1646 2174 6141
1646 3154 2067
1646 5785 10310
1646 6262 959
1646 7254 10350
1646 8040 9728
1647 2282 18839
1647 7871 19016
1648 2412 19836
1648 2806 3971
1649 9527 7225
1649 9726 13055
1650 5693 12134
1650 5706 13432
1651 3310 7670
1651 5142 11013
1651 5493 6764
1651 6314 15761
1651 7443 8736
1651 8575 6011
1651 8710 18175
1651 9453 9325
1652 2181 7502
1652 6264 5041
1652 7968 11040
1653 2430 14411
1653 3812 14075
1653 5765 2556
1653 7223 15397
1654 1949 6683
1654 4947 12455
1654 6402 19904
1655 7324 17255
1655 8817 9606
1656 8668 12156
1657 2655 488
1657 2749 4334
1657 4187 15946
1657 4346 8550
1657 5330 6604
1657 7641 18514
1657 8881 10531
1658 2812 165
1658 3744 12165
1658 4697 17491
1658 4825 13340
1658 8780 16477
1659 7632 4044
1660 3415 4041
1660 4479 4273
1660 5725 4834
1660 7013 15118
1661 6903 3797
1661 7210 571
1661 9218 10245
1661 9432 17562
1662 4222 17991
1662 4855 5354
1663 5312 10147
1663 7264 10478
1664 1668 10511
1664 2803 9343
1664 3140 136
1664 5261 3322
1664 9578 10928
1665 3390 3414
1665 8285 5292
1666 4124 1674
1666 6834 2126
1667 1789 12074
1667 2428 6532
1667 5964 7495
1668 7063 3992
1669 4139 16365
1669 4519 18125
1669 4812 7852
1670 2070 7541
1670 2585 17066
1670 8063 1328
1671 1912 7970
1671 4010 4741
1671 9640 2225
1671 9778 11919
1672 6507 12706
1672 8336 9022
1672 8690 12152
1673 2029 10175
1673 2567 9522
1673 6546 8141
1674 2084 15669
1674 2129 1183
1674 2845 18644
1674 5808 9346
1674 7768 1966
1675 2735 10762
1675 5706 5865
1676 2219 7796
1676 2337 1245
1676 3979 4889
1676 5357 10635
1676 7067 15
1677 4540 5374
1677 7013 7549
1677 7250 4015
1677 7345 18298
1677 9083 428
1678 2667 8841
1678 3180 361
1678 7193 6024
1679 6203 14336
1679 6680 2144
1679 8220 214
1680 1986 5449
1680 2914 12961
1681 2283 16364
1681 3266 18024
1681 8176 16703
1681 8800 9234
1682 2610 18193
1682 8134 12855
1682 8450 16950
1682 8626 765
1683 2885 5014
1683 4787 18423
1683 7890 5642
1683 8543 14924
1683 8567 19074
1683 9565 19090
1684 5213 19354
1684 5949 6956
1684 8454 11024
1684 9915 3754
1685 5868 13278
1685 7010 14051
1686 2788 10872
1686 6297 4551
1686 7695 19182
1686 7943 57
1687 2115 16240
1687 4216 13508
1687 4622 8695
1688 3711 19955
1688 4535 2941
1688 8374 8234
1688 9316 12390
1689 5979 15991
1689 7153 6920
1689 7174 19908
1689 7628 15805
1689 8936 16901
1690 3249 8156
1690 3425 5806
1691 3003 5223
1691 3755 14142
1691 4225 12581
1691 5184 9157
1691 5849 4875
1691 6013 10957
1691 8055 16055
1692 1739 19833
1692 4786 7884
1693 3786 7442
1693 5314 8545
1693 6123 13682
1693 6363 3223
1694 6617 5658
1694 6770 11144
1694 9925 14779
1695 2408 1259
1695 4800 4703
1695 8004 18453
1695 9126 15981
1696 5200 15696
1696 5720 16149
1696 5924 2170
1696 6165 10747
1696 7493 4124
1696 8096 18175
1697 7644 4081
1697 8501 18657
1698 1769 4369
1698 3186 14382
1698 3252 176
1698 7628 3542
1698 8778 12206
1698 8846 7461
1699 8143 8318
1699 8501 1465
1700 2061 13746
1700 4641 2906
1700 5556 5881
1701 3013 5181
1701 4720 3802
1701 5561 15672
1701 7259 7056
1701 9551 19484
1702 4636 2513
1702 4968 12767
1702 5694 14111
1702 7472 10479
1702 8654 6299
1703 2891 4348
1704 2965 3757
1704 3115 4929
1704 7289 18230
1705 4868 11253
1705 6242 10419
1706 2881 2581
1706 3175 2363
1706 7060 5057
1706 8682 11179
1707 1833 5918
1707 9114 9210
1707 9230 13458
1708 4183 19843
1708 4646 4689
1708 6540 14932
1709 2000 18603
1709 5297 13565
1709 6051 9
1710 4743 16883
1710 7242 4964
1710 8719 15584
1711 4515 10745
1711 7085 5932
1711 9553 18654
1712 5230 12768
1712 9246 6580
1713 1732 12130
1713 2604 8426
1713 3691 13095
1713 4670 7407
1713 7232 7553
1714 2744 18249
1715 1861 18261
1715 2507 8962
1715 4150 1310
1715 5351 18674
1715 6524 4152
1716 5214 17494
1716 5399 19364
1717 2456 13925
1717 5682 18042
1718 7612 17452
1718 9080 2594
1719 2455 14163
1719 5826 2708
1719 9801 14959
1720 2132 15167
1720 3214 19245
1720 3340 11238
1720 4310 6592
1720 4430 2548
1721 2380 5247
1721 3735 12227
1721 4536 7523
1721 6023 6518
1721 8304 5675
1722 1762 13734
1722 2859 13278
1722 6033 10165
1722 6382 4895
1722 7772 9153
1722 8188 19629
1723 4309 41
1723 4660 5498
1723 5297 1777
1723 7863 15160
1723 8946 14635
1724 2631 2088
1724 7373 2426
1725 1956 1558
1725 8207 3415
1725 8555 2497
1725 8905 9417
1726 1863 2740
1726 4492 12578
1726 5652 1530
1726 7123 671
1726 8016 152
1727 3202 10446
1727 4551 19851
1727 4878 3326
1727 5906 18038
1728 2726 17388
1728 8980 12376
1729 2273 5454
1729 2682 18276
1729 3390 5737
1729 3478 3409
1730 2543 9538
1730 3544 9808
1730 6082 6644
1730 7708 10665
1730 8401 2867
1731 7733 16660
1731 8777 6655
1731 9391 4564
1732 3527 8070
1732 5036 13272
1732 5700 15713
1733 2227 15703
1733 5819 7708
1733 6397 18083
1734 6321 7594
1734 8106 19004
1735 2380 16115
1735 5111 12931
1736 6674 14994
1736 8988 5722
1737 2259 2791
1737 4434 18070
1737 4438 6956
1737 6564 11431
1737 8176 8784
1737 9959 15715
1738 2271 6516
1738 7324 12157
1738 9644 3344
1739 9155 12796
1740 3074 4258
1740 8093 12811
1740 9426 2043
1741 3652 18001
1741 8630 18076
1742 5026 11905
1742 7067 2119
1743 6735 15167
1743 8093 9308
1743 9002 5337
1743 9403 16640
1744 4148 3299
1744 6063 12737
1744 6915 2205
1744 9895 12477
1745 3831 153
1745 7214 11777
1746 3603 16058
1746 5275 7996
1746 8719 13733
1747 3237 14755
1747 3403 15913
1747 6146 9277
1747 6460 7113
1747 7857 12270
1747 8087 19156
1747 9445 7018
1748 2043 3475
1748 8606 10830
1749 6565 9010
1749 6784 11861
1749 8585 6589
1750 2574 8780
1750 7559 19463
1751 1806 5547
1751 2918 384
1751 4569 18709
1751 9125 15354
1751 9177 391
1752 4634 6776
1752 4848 17778
1752 6408 3151
1753 2571 12701
1753 6406 5474
1753 9103 5628
1754 1871 7963
1754 2804 6174
1754 3926 653
1754 9121 5120
1755 4197 1152
1755 7116 9462
1756 3390 17158
1756 5959 7844
1756 6965 3138
1756 7045 6263
1756 8632 17063
1756 9729 9908
1757 4539 12885
1757 8747 8626
1758 6601 12006
1758 7992 19587
1758 8065 4071
1759 2069 2536
1759 3975 420
1759 4069 3155
1760 3020 5572
1760 5235 5458
1760 6763 14381
1761 3811 18105
1761 4643 7567
1761 5968 5785
1762 1787 18097
1762 8439 8772
1762 9423 10233
1763 3368 9274
1763 4252 19165
1763 8603 17083
1763 9117 5160
1763 9568 13465
1764 4106 16686
1764 5420 145
1764 8105 19542
1765 2733 19121
1765 9873 4354
1766 3692 15376
1766 5083 10222
1766 9958 1404
1767 2409 17533
1767 2866 2485
1767 4045 6444
1767 4805 6605
1767 6608 19248
1767 8597 5456
1768 3167 13278
1768 4546 8063
1768 5337 17402
1769 1974 13333
1769 2263 11115
1769 3856 16011
1769 9118 16482
1770 6246 16230
1771 2497 10021
1771 3640 17187
1771 6413 15446
1771 7329 16905
1771 8318 14577
1772 1893 2619
1772 3476 904
1772 8217 10228
1773 2977 17442
1773 4674 7023
1773 5373 5580
1773 5655 12883
1774 2162 15860
1774 5046 11479
1774 6966 683
1774 7046 5577
1774 7693 12367
1775 2296 12833
1775 7056 14562
1776 2264 462
1776 3388 10023
1776 8767 4153
1777 5520 4156
1777 8536 17809
1777 9383 3672
1778 3356 7538
1778 4210 3543
1778 6772 2347
1778 9941 8085
1779 8438 13207
1779 9315 5432
1780 2804 13950
1780 3565 11393
1780 4009 15409
1780 4888 2355
1780 5361 11710
1780 6541 7042
1780 6912 7272
1780 8096 14736
1781 2636 2542
1781 6578 4994
1781 7565 19006
1782 3808 9629
1782 6979 5449
1782 7239 2365
1782 9390 3021
1784 6620 4603
1784 7821 1574
1784 8747 10717
1785 5557 17010
1785 7875 12854
1786 3667 1857
1786 4392 18327
1786 4648 471
1786 5756 12498
1786 9001 2547
1787 8276 7221
1788 3210 3493
1788 5623 3196
1788 7174 13703
1788 7458 282
1788 9130 16481
1789 5762 1276
1789 8389 1283
1789 9028 3259
1790 3469 3673
1790 5262 8635
1790 9784 1364
1791 3307 8934
1791 5276 11636
1791 7477 504
1791 7484 3746
1792 2520 16684
1793 3159 376
1793 4375 1161
1793 4825 19571
1793 7595 7971
1794 3695 1901
1794 4002 14600
1794 6927 1151
1795 1833 6246
1795 3673 17931
1795 5466 12664
1795 8054 15715
1795 8099 13902
1796 5878 8269
1796 7639 13307
1797 5636 18421
1797 6125 18221
1797 7371 3212
1797 9743 5819
1797 9850 4476
1798 2786 6535
1798 2831 16974
1798 8907 19094
1799 2605 7669
1799 6010 12095
1800 2120 18940
1800 4543 6462
1800 6980 9390
1801 5027 2628
1801 8552 6876
1802 2965 16288
1802 3797 6307
1802 5193 15437
1802 5441 9597
1802 9855 14201
1803 2471 5948
1803 2631 10150
1803 5683 11049
1804 3357 15419
1804 6134 14642
1804 6951 13659
1804 9526 11348
1805 5257 18312
1805 6010 3994
1805 6233 18385
1805 7109 8878
1806 5835 6390
1806 8040 15302
1806 9223 5500
1806 9896 2050
1807 5053 578
1807 6988 10590
1808 6161 4388
1808 8060 5659
1808 9497 10002
1809 5458 583
1809 6625 15632
1809 8035 15095
1809 8355 13546
1810 2329 10122
1810 6373 6851
1810 8103 8024
1810 9152 19357
1811 6691 910
1811 7894 15487
1812 5134 12076
1812 8768 729
1813 9584 8602
1813 9930 4516
1814 4621 8363
1814 5048 4437
1814 8754 6406
1815 2303 1297
1815 4580 9378
1815 7275 2108
1815 7868 6396
1816 5248 17363
1817 7901 11242
1817 8287 15692
1818 2687 7836
1818 6240 15910
1818 7333 1238
1818 8830 14969
1818 9419 14613
1819 5334 305
1819 8134 18891
1819 8749 5636
1819 9301 1250
1820 4961 12215
1820 5897 10576
1820 6973 3666
1820 7996 2897
1821 2175 18303
1821 7518 7799
1821 9306 15408
1822 2301 1062
1822 2741 14820
1823 3232 16012
1823 4858 19510
1823 7755 4001
1823 8760 6118
1823 9050 17339
1824 5115 8451
1824 5849 12402
1824 6188 5443
1824 8394 603
1825 2920 3441
1825 5104 1217
1825 8402 13134
1826 3505 9478
1826 6691 15532
1827 4458 1381
1827 5783 9424
1827 8027 10325
1827 8591 7156
1827 8640 11014
1828 3130 10797
1828 6322 10414
1828 8823 4623
1828 9338 10397
1829 3987 10902
1829 7120 13797
1830 3343 19612
1830 6518 19451
1830 7380 15757
1830 7401 12831
1831 3197 8311
1831 3852 9190
1832 3112 15641
1832 5640 13009
1832 6291 5062
1832 7084 14717
1833 7651 19462
1834 7856 18898
1834 8080 11862
1835 5300 13373
1835 7688 2679
1836 4393 18037
1836 4682 3274
1836 7119 19614
1836 7648 5288
1837 4123 3730
1837 8535 15312
1837 9423 5870
1838 4750 12410
1838 4964 4908
1838 5172 14853
1839 2772 15590
1839 7190 13211
1839 8070 10859
1839 8266 15920
1839 9676 13627
1840 2745 19176
1840 3338 4239
1840 4357 14044
1840 4490 13758
1840 9741 7540
1841 5512 10709
1841 8557 13546
1842 1887 6013
1842 2497 18866
1842 5981 9522
1843 2394 5145
1843 6965 13843
1843 8378 389
1843 8547 11944
1844 5162 11125
1844 5898 3736
1844 7805 8589
1845 4738 7480
1845 5489 16388
1845 6275 13545
1845 7556 4703
1845 9112 3318
1846 5819 14481
1846 6188 3771
1846 7363 12586
1846 7528 7556
1846 8466 15879
1847 2031 15202
1847 3900 6760
1847 4735 16914
1847 6286 11258
1847 6418 10752
1848 3088 17436
1848 6956 12781
1848 8546 17823
1848 9093 11388
1849 4862 12086
1849 5170 10687
1849 7881 9962
1850 8264 12378
1851 2581 269
1851 4179 19767
1851 7266 16578
1852 3773 15918
1852 5763 2803
1852 5820 9273
1853 3030 10534
1853 5461 13586
1853 6933 7957
1854 2975 17946
1854 4224 1077
1854 6422 3477
1855 2738 2636
1855 4322 18282
1855 6345 1586
1855 7782 7279
1856 2027 14993
1856 3737 11291
1856 3956 5143
1856 6338 1767
1857 2477 16171
1857 7276 8249
1857 8606 1254
1858 6712 8423
1858 6959 12563
1858 9018 13916
1858 9084 12879
1859 7328 1241
1859 7372 18966
1860 3293 3856
1860 4098 17641
1860 6157 4455
1860 6970 3246
1860 8704 415
1861 4950 6282
1861 5617 19260
1861 6025 11403
1862 2085 18954
1862 2345 11916
1862 2348 12064
1862 4236 3813
1863 3462 1446
1863 4868 2856
1864 1971 7819
1864 2418 15601
1864 7863 9371
1864 8425 16867
1865 6599 19175
1865 6832 2229
1865 8169 1274
1866 4699 12647
1866 5023 3023
1866 7129 678
1867 2162 12738
1867 3211 15735
1867 9781 18718
1868 1947 15971
1868 2314 17191
1869 4988 3951
1870 5203 13802
1871 3994 18198
1872 4252 9265
1872 5810 4669
1872 7893 10614
1873 4793 10128
1873 6968 19362
1873 7590 3462
1874 5978 15415
1874 7705 5329
1874 8074 13893
1874 9727 8423
1875 3486 2881
1875 9400 4542
1876 4218 17075
1876 6557 14975
1876 8242 7186
1876 9707 12854
1877 4218 7914
1877 5360 12560
1877 7741 8641
1877 9438 3499
1878 7056 6347
1878 7154 7271
1878 8701 7049
1879 5158 12765
1879 7744 2112
1880 4406 17229
1881 4997 14725
1881 8486 19789
1881 9453 102
1882 7399 14189
1882 8851 12801
1883 5193 7850
1883 6456 1830
1883 7254 4183
1883 7862 14298
1884 2412 8132
1884 3502 16825
1884 7895 16040
1884 8589 9047
1885 2493 19390
1885 8038 17820
1885 9050 9685
1885 9898 19910
1886 2517 11801
1886 2703 17598
1886 8617 4364
1886 8664 18799
1886 9795 5555
1886 9915 11003
1887 2833 15127
1887 5572 13528
1888 3228 2691
1888 6487 11314
1888 7598 14114
1888 7830 8664
1888 8265 6133
1889 1974 8906
1889 3928 7047
1890 3421 1926
1890 3520 1833
1890 3735 13235
1890 4932 350
1891 4312 157
1891 4688 12574
1891 5850 6144
1891 7273 2791
1891 7856 3377
1892 2944 8491
1892 4694 15234
1892 6329 17397
1892 9972 465
1893 5260 12826
1893 5389 7308
1893 5675 18104
1894 2692 2391
1894 6896 9253
1894 7615 11352
1894 8334 1195
1894 8640 13245
1895 3505 2960
1895 8453 30
1896 4135 15497
1896 5931 1250
1896 6051 3072
1896 7905 19479
1897 2936 12569
1897 6203 11458
1897 8016 15955
1897 8080 7078
1898 5398 10977
1898 8127 1833
1899 4221 544
1899 5600 7867
1899 6004 12439
1899 6815 12698
1899 8203 16414
1899 8854 1007
1899 9030 8116
1900 3434 7257
1900 4380 19847
1900 5074 8854
1900 5356 6311
1900 7655 573
1900 9392 4245
1901 2815 17660
1901 3069 12372
1901 3960 827
1901 7620 2079
1902 2098 6616
1902 6252 10048
1903 8379 2349
1903 9295 8095
1904 9743 7585
1905 2805 15336
1905 4324 13299
1905 5066 3053
1905 5248 8814
1905 7848 12284
1906 8446 5533
1906 9494 6779
1907 5363 12600
1907 9933 18789
1908 7578 18613
1908 7782 16530
1908 7869 2954
1908 9102 11695
1909 2158 902
1909 6245 9184
1910 5902 10298
1910 6033 4299
1910 6865 1216
1910 7465 6140
1910 7748 13779
1910 8491 16280
1910 8550 2073
1910 9146 589
1911 2419 2664
1912 6664 8962
1912 8414 14555
1913 5058 17296
1913 5816 14432
1913 8643 18214
1914 2178 13349
1914 6259 13412
1914 8520 18037
1914 9556 11749
1915 3822 17539
1915 7299 8495
1915 7921 9365
1915 9745 10680
1916 5343 10413
1916 7342 16083
1916 9006 5750
1917 7276 1574
1917 9407 14878
1918 2340 11073
1918 6440 5774
1919 3219 14915
1919 3380 8367
1919 3629 4081
1919 9251 4824
1920 1970 2655
1920 3172 18339
1920 4597 14412
1920 8282 3405
1921 6508 4319
1921 7841 5435
1921 9630 19730
1922 1963 18984
1922 2390 19981
1922 2641 6403
1922 2694 11145
1922 6296 19034
1922 6317 9152
1922 6960 5432
1923 2091 6262
1923 4867 3814
1924 3677 18491
1924 5871 13413
1924 9206 827
1925 3569 4600
1925 9444 16670
1925 9449 14472
1926 2822 12297
1926 4296 10355
1926 5480 750
1926 8484 2851
1926 9614 4438
1927 2303 4364
1927 3513 9287
1927 7113 19763
1928 3442 3334
1928 3707 10320
1928 4570 16739
1929 2147 14522
1930 2418 6980
1930 2936 10177
1930 6889 18368
1930 7482 150
1930 8886 1063
1930 9252 12298
1931 3953 14972
1931 6503 7351
1932 4524 17508
1932 4940 7750
1932 7280 17067
1932 9338 15011
1933 6774 990
1934 2626 19260
1934 3605 1820
1934 5269 10763
1935 2730 14548
1935 3775 17458
1935 4758 8841
1936 4451 15505
1936 5955 7011
1937 2801 17740
1937 6217 6209
1938 1962 13112
1938 3048 19759
1938 4437 8553
1938 9580 3695
1939 2703 4477
1939 3724 9882
1939 5318 8123
1940 7338 4297
1940 8673 13745
1940 9589 14978
1941 1960 5510
1941 4794 12319
1941 5487 6398
1941 9144 3181
1942 2405 13049
1942 3528 3900
1942 7803 1291
1943 3470 8499
1943 5298 14140
1943 5776 9221
1943 8015 6823
1944 2055 10721
1944 2607 4952
1945 2722 18943
1945 3264 14164
1945 3797 8393
1945 8890 15720
1945 9472 1874
1946 2276 13701
1946 6916 4168
1946 7875 7798
1947 2038 5972
1947 3661 6548
1947 4395 10048
1947 8637 9490
1948 4441 15969
1948 4896 5330
1949 2026 17799
1949 2595 681
1949 5258 390
1949 6419 6958
1950 6688 504
1950 8225 14893
1951 2898 18302
1952 4333 7101
1952 5971 9114
1952 6239 1210
1953 6447 9925
1954 3940 16147
1954 5078 354
1954 6629 14246
1954 7543 17804
1955 4088 14540
1955 8089 15808
1956 2066 16966
1956 6181 2310
1956 9297 7148
1957 7654 17441
1957 8242 10024
1958 7040 15106
1958 7178 3659
1958 8130 513
1959 4694 8659
1959 6815 13760
1959 7947 725
1960 3910 16000
1960 5348 16017
1960 6070 11571
1960 8545 7882
1961 8384 4630
1962 3137 15076
1962 6642 4743
1962 8075 15279
1962 8727 7190
1962 9831 19137
1963 3216 1749
1963 6105 15408
1964 2163 11545
1964 6773 1289
1964 7027 7427
1964 7694 11361
1965 5306 19996
1965 6144 1075
1966 1966 2500
1966 7590 17532
1966 7710 1312
1967 3920 17651
1967 4386 17048
1967 6861 13162
1968 2606 4846
1968 2879 10287
1968 2922 11483
1968 6330 6968
1968 7037 8655
1968 7538 13033
1968 9939 8821
1969 5498 18172
1969 6571 8915
1970 2267 16748
1970 5579 8654
1971 3890 710
1971 5795 16728
1972 3603 15797
1972 4592 17077
1972 5070 1498
1973 4598 4157
1973 7645 19262
1974 1984 19572
1974 7551 4276
1974 9522 16231
1975 3967 2414
1975 4622 8111
1975 6966 13122
1975 7147 1233
1976 2956 9448
1976 3148 14102
1976 4781 12296
1976 5031 5012
1976 5098 16861
1976 6118 8492
1976 9720 19312
1977 4841 1829
1978 3055 699
1978 3867 5466
1978 4267 19752
1978 7809 14474
1979 5083 9255
1980 4952 3976
1980 5720 17688
1980 8804 18110
1981 2967 2763
1981 5074 18158
1981 7084 3830
1981 9526 8281
1982 4186 15161
1982 5196 11418
1982 7074 13309
1983 2338 2114
1984 5849 6170
1985 3669 9424
1985 4721 14359
1985 8104 17905
1985 9862 7465
1986 8543 9206
1987 2558 13404
1987 8637 12522
1988 8178 10078
1988 9847 9809
1989 3355 3388
1989 3944 3654
1989 4523 11165
1989 7613 663
1989 9784 3406
1990 4376 17974
1990 5042 14956
1991 2624 13705
1991 4182 17629
1991 6332 16791
1992 6011 13958
1992 8207 2577
1992 8680 15587
1993 2119 7770
1993 3073 2478
1993 3539 17460
1993 4167 11678
1993 6413 19987
1993 8513 17657
1993 9291 6796
1994 2669 6714
1994 3727 17733
1994 6031 8078
1995 2722 15196
1995 9706 7442
1995 9981 4992
1996 4188 10064
1996 6631 19552
1997 3727 15573
1997 3963 5971
1997 4531 4971
1997 6019 14297
1998 2124 5805
1998 2705 2785
1998 5292 8531
1998 9364 6782
1999 6922 2869
1999 7585 1893
1999 9348 1638
2000 5387 163
2000 5664 19502
2000 7009 19507
2000 7336 2073
2000 8709 9424
2001 6105 6955
2001 6473 3965
2001 8618 7496
2001 9987 8674
2002 6175 6118
2002 7388 12657
2003 2583 5954
2003 3751 11531
2003 4892 18866
2004 5420 14784
2004 8180 18560
2004 8504 8349
2005 2955 13141
2005 4873 11590
2006 7157 10355
2006 7597 3210
2007 6655 2529
2007 7118 3448
2007 9035 15136
2007 9065 3052
2008 6047 17471
2008 6206 5260
2008 9003 11981
2009 4052 15945
2009 4485 6027
2009 5428 15947
2009 7056 12082
2009 7649 16628
2010 2820 18998
2010 7275 2194
2010 7515 5245
2011 4517 14910
2011 5183 18786
2011 6941 17145
2012 3453 12438
2012 5965 19337
2012 6219 1271
2012 6715 13476
2013 2157 4491
2013 3197 11140
2013 3631 4111
2013 5363 9976
2013 5435 6868
2013 8197 2106
2014 2737 10615
2014 3598 8924
2014 8124 13021
2014 8972 16567
2014 9257 7023
2015 2647 11758
2015 6111 2044
2015 6521 9903
2016 6093 19737
2016 9282 2912
2017 3668 9861
2017 7648 8259
2018 2589 594
2018 3242 10671
2018 3579 8384
2018 7115 10178
2019 2054 5572
2019 4298 10075
2020 3684 2747
2020 3884 18768
2020 5686 5096
2021 3489 3799
2021 4670 19920
2021 5347 14626
2021 7465 19481
2022 6809 654
2022 9255 10429
2023 4176 19885
2024 2067 3053
2024 3627 5901
2024 6199 10144
2024 6705 10607
2024 7870 10603
2024 9675 5266
2025 6248 3489
2025 6381 4301
2025 7953 10712
2026 2695 18869
2026 6548 17144
2027 5817 4439
2027 6073 4342
2028 4613 1142
2028 9057 13766
2028 9215 10780
2029 4137 19828
2029 6082 13618
2029 9682 17612
2030 2856 19072
2030 5328 18282
2030 7679 10538
2031 6024 15684
2031 7211 17807
2032 3052 18705
2032 4093 7986
2032 7706 1376
2033 2518 19237
2033 4300 14965
2033 4383 7209
2033 5920 1622
2033 8841 18430
2033 8910 19053
2033 9774 9119
2034 4896 11527
2034 6918 15382
2034 9827 13128
2034 9938 18654
2035 2594 2836
2035 9191 13684
2036 2582 4040
2037 3006 17010
2037 4183 11546
2037 6630 3334
2037 7695 10636
2038 3196 15304
2038 3944 13439
2038 6870 19726
2039 2790 2571
2039 3778 11983
2039 7124 14774
2039 9020 18120
2040 4171 18092
2040 6453 9783
2041 4561 19663
2041 9110 18016
2042 4133 10217
2042 5094 6959
2042 5697 11738
2042 7586 6039
2043 3590 3433
2043 5696 9554
2044 5890 6257
2046 2977 14170
2046 4489 214
2046 9992 7283
2047 5782 18979
2047 6871 12654
2047 7481 13729
2047 9155 10366
2048 2078 4726
2048 3114 11377
2048 6761 379
2049 2708 12614
2049 5854 7720
2049 9159 12701
2050 2947 12940
2050 6129 309
2050 8429 11416
