10000 19999
1091 9327 -15143
1092 1514 11960
1092 3568 -15550
1092 7830 -14610
1093 2558 9368
1093 2642 17654
1093 4364 -3473
1094 5525 12366
1095 3376 8556
1095 8106 1613
1096 5545 -14906
1096 7505 -15785
1096 8885 -6452
1096 9172 -1197
1097 2790 6583
1097 2912 -5244
1097 3491 5616
1097 6914 -9167
1097 7502 6353
1097 8806 -9867
1097 9881 16538
1098 7544 11515
1098 9255 -17829
1099 1894 19333
1099 2382 0
1099 7404 4232
1099 8481 -6096
1099 8822 15395
1100 1606 -4443
1100 4050 14263
1100 7447 0
1101 5312 -6267
1102 2668 -15074
1102 8067 -4451
1103 4340 1819
1103 7371 19707
1103 8777 3054
1103 9761 2650
1104 2943 7910
1104 6054 -3421
1105 4947 -11070
1105 5423 -1630
1106 3428 -9538
1106 7427 -19555
1106 8781 13429
1107 3447 18957
1107 4601 -8874
1107 6970 17258
1107 7879 10818
1107 9369 -15660
1108 5518 -3042
1108 9889 -2394
1109 2642 -14358
1109 4904 -3945
1110 1605 -17278
1110 9662 9720
1111 4377 -1206
1111 9080 18688
1112 2668 12656
1112 4683 13447
1112 8259 -13862
1112 9447 -14119
1113 3305 -7630
1113 6525 -19186
1113 7071 12354
1113 7269 2183
1113 8137 -8186
1114 1591 19602
1114 6317 -13320
1114 9228 13548
1114 9978 4480
1115 1242 3200
1115 2405 16453
1115 2601 -19150
1115 5454 -5734
1115 5691 3291
1116 4369 -11425
1116 8242 -6546
1117 4690 -17019
1117 4923 12274
1117 5879 -15732
1117 7835 9100
1117 8105 -9656
1117 9735 -15614
1118 3099 12483
1118 7918 15139
1119 5024 713
1119 5373 -17872
1119 6207 -7479
1119 8336 11188
1119 9844 14687
1120 2308 14840
1120 4245 15563
1120 5612 18733
1121 3271 -17990
1121 8876 -18782
1121 8978 5306
1121 9154 -4127
1122 2589 -8110
1122 3100 5884
1122 7779 7068
1123 7206 5731
1124 7890 13871
1126 4611 -9351
1126 5218 762
1127 7011 -14641
1127 9188 -5849
1128 2562 8905
1128 3326 -5444
1128 3360 716
1128 7175 -37
1128 7239 -18449
1129 4067 -14119
1129 5062 3203
1129 7119 14967
1129 7482 10915
1129 7962 -3596
1129 9977 -3413
1130 1441 -5609
1131 3111 15754
1131 6904 19670
1132 1153 -6493
1132 1445 -13639
1132 5755 -1805
1132 6423 -6000
1132 7809 -11097
1132 8587 -10529
1133 2040 -3051
1133 3108 -17302
1133 3582 6466
1133 7540 -11849
1133 8307 4796
1134 1844 -7830
1134 4168 18847
1134 7379 -19917
1135 1434 3279
1135 6603 11274
1136 2273 -19117
1136 8232 -11765
1137 1217 14218
1137 3088 -5960
1137 7747 13492
1137 7759 2859
1137 9856 -1888
1138 1353 19950
1138 2133 -6260
1138 4542 2749
1138 4648 4473
1138 6710 -5109
1138 7334 17409
1138 7418 -17771
1138 9540 2055
1139 2279 12092
1139 7911 -874
1139 9618 -12977
1140 2769 -2891
1140 3465 1644
1141 1547 2122
1141 5104 2018
1141 7094 11265
1141 8737 7471
1142 4399 -6667
1142 6337 -1733
1143 3220 -13024
1143 5857 -2333
1143 5875 4417
1143 6793 16552
1144 4955 -4067
1144 6557 -18021
1145 5109 4360
1145 8742 18691
1146 2386 -4926
1146 6545 -17504
1147 1684 -16390
1147 4824 1284
1147 6819 -11771
1147 9415 16588
1148 7367 1490
1148 8246 5199
1148 9648 -7511
1148 9737 -16458
1149 2052 5722
1149 4704 4219
1149 5041 -13819
1149 5245 15796
1149 5834 3536
1149 8998 -13266
1150 6252 15825
1150 9755 4815
1151 3219 19720
1151 3650 2619
1151 9435 7554
1152 2253 4276
1152 6663 -11775
1153 1738 -15018
1153 6343 -8779
1154 2763 -4560
1154 4340 -5455
1154 4569 -6693
1154 6670 10126
1154 7746 10438
1154 8577 -17413
1155 1862 15090
1155 2745 -9208
1155 9941 -16867
1156 1285 14172
1156 1512 -14765
1156 2869 -16267
1156 4179 13383
1156 5649 -11265
1156 6048 624
1157 2870 -11044
1157 3036 -14317
1157 3194 10465
1157 5160 -2631
1158 8001 -8091
1158 9522 17536
1158 9679 -19836
1159 2017 13054
1159 8029 -10505
1159 8052 -13612
1159 8920 -4220
1159 9055 -17298
1159 9682 243
1160 1267 18282
1160 4642 13119
1160 6991 -5498
1160 7618 -14549
1161 6626 3160
1161 8973 14838
1162 2651 7406
1162 3542 19291
1162 9143 17541
1162 9718 -19871
1163 2858 1546
1163 4430 -7810
1163 7565 17148
1163 7568 1859
1164 3016 831
1164 4674 -1570
1164 6350 -1464
1164 7572 -15795
1165 2937 15512
1165 7204 -8661
1165 7448 1482
1166 1430 -8759
1166 6913 -15529
1166 9032 4683
1166 9295 -4623
1166 9980 17132
1167 3629 7770
1167 6041 -7474
1168 3079 17335
1168 5594 4874
1168 7849 -1761
1168 9551 -239
1169 2237 -8411
1169 4297 19168
1169 5493 -6568
1169 9888 9865
1170 1184 -15362
1170 2493 -7257
1170 3986 -18930
1170 4302 -13598
1171 3548 15771
1171 6953 3612
1171 7144 19740
1171 7345 -2939
1172 3234 -14609
1172 4753 14541
1173 1794 -14079
1173 6156 -12583
1174 2007 -1370
1174 7774 -3702
1174 8254 14733
1174 9008 -6147
1175 2783 18926
1175 3058 19387
1175 3800 -113
1175 5690 -3493
1176 4043 6754
1176 4105 2939
1176 8633 7448
1177 3587 -13040
1177 4526 -1158
1177 6003 -19322
1178 3036 -11067
1178 3433 -8490
1178 5468 -16175
1179 1687 12724
1179 2848 15261
1179 3625 15040
1179 4011 -18996
1179 6360 15584
1179 8265 14598
1179 8742 -3555
1179 9670 2655
1180 4831 -11876
1180 5512 -17432
1180 6760 2923
1180 8777 7887
1181 1208 9809
1181 2108 -6300
1181 6616 18759
1181 9806 -805
1182 2483 3242
1182 6500 17898
1182 7245 -19643
1182 8927 -6433
1183 2930 -11025
1183 3140 -8423
1183 6881 -19452
1183 8137 -16653
1183 9119 -11754
1184 5023 -11899
1184 7979 10183
1184 9371 -2963
1185 4639 -5035
1185 6655 129
1186 2108 15309
1186 2772 -9560
1187 2811 4791
1187 4910 12166
1187 6785 -10153
1187 9321 -563
1188 1538 11731
1188 4277 17356
1188 5182 19489
1188 5679 -12438
1188 8261 7580
1188 8421 -16466
1189 1597 -18917
1189 5277 -157
1190 2586 8688
1190 6339 -3786
1190 6654 -14191
1191 3003 116
1191 4387 18484
1191 6142 8809
1191 9636 4455
1192 3171 8762
1192 5675 -11231
1192 7176 -598
1192 7893 -9797
1193 4388 911
1193 4439 -7532
1193 6027 -7876
1193 9138 -2052
1194 2431 -14496
1194 6670 -10214
1194 7133 -904
1194 9556 -1573
1195 6699 -3638
1195 7976 -8041
1195 8071 -12946
1195 9977 16765
1196 2529 2288
1196 2538 4152
1196 5180 2414
1196 5532 -13848
1196 5949 -12058
1197 1501 -19983
1197 5343 -11724
1197 5922 -15287
1197 6060 16339
1197 6346 6541
1198 2965 18571
1198 3452 -1248
1199 6854 -18459
1199 9230 9936
1200 3280 -6670
1200 4433 13523
1200 6352 -12726
1200 7760 -19586
1200 8467 -15178
1200 8773 -15985
1201 1435 10547
1201 2780 -15322
1201 5293 -15886
1202 1874 -16343
1202 3263 2789
1202 5969 11289
1202 7181 7664
1202 7204 4159
1202 9344 17153
1203 2318 14051
1203 4575 9788
1203 5083 3179
1204 3503 8972
1204 3800 -11818
1204 4338 2763
1205 1461 7292
1205 2147 16904
1205 7101 2753
1205 7466 -906
1206 1692 -4480
1206 4526 -1872
1206 6725 2690
1206 7733 -11807
1207 2089 -17800
1207 5915 7920
1208 4093 -18069
1208 4237 6957
1208 6164 15857
1208 9599 11613
1209 2527 -12827
1209 3986 10391
1209 5054 16131
1209 9079 14630
1210 5898 -16467
1210 6626 6530
1210 7942 15201
1211 5917 14794
1211 6936 18202
1211 7821 -14559
1211 8015 -18011
1211 8539 15511
1212 2835 2750
1212 7879 -17048
1213 4771 2432
1213 4868 -12421
1213 5044 -447
1214 1440 9502
1214 2497 -13578
1214 3938 -12177
1214 5524 17070
1214 9863 13643
1215 2167 11743
1215 2192 11929
1215 6453 -5131
1215 6603 -2317
1216 1592 -7316
1216 8726 8067
1216 9065 -4393
1217 4411 -8277
1217 5317 -7416
1217 5351 -8989
1218 2641 1916
1218 5687 -10227
1219 1968 13888
1219 2922 19298
1219 4081 3474
1219 7386 11110
1220 8120 -17489
1221 3550 -13806
1221 4354 -5418
1221 4579 15567
1221 5172 -1863
1221 7416 8965
1222 3885 16530
1222 4782 3130
1222 6494 9921
1223 2219 -6556
1223 2277 -12353
1223 3873 -7353
1223 5020 -2610
1223 9358 7503
1224 5717 8112
1224 6192 3335
1224 7617 13427
1224 8784 -3429
1225 6641 18127
1225 7550 -16206
1225 7604 11981
1225 7922 14788
1226 1689 1191
1226 6540 16735
1226 7425 1332
1227 2420 8456
1227 6703 -633
1227 9152 4782
1228 5686 -1938
1228 6462 -16579
1228 7072 896
1228 7795 -19354
1228 8207 19923
1228 8676 6068
1229 4332 -5686
1229 7511 14350
1230 3909 9946
1230 5462 -1956
1230 8955 18640
1231 1775 519
1231 6023 -17049
1231 7173 -4603
1232 2432 -2490
1232 4745 14901
1232 8662 -5961
1233 5668 2658
1233 8950 -7159
1234 2756 4544
1234 3522 -13925
1234 4792 16916
1234 8445 -18070
1235 4718 2621
1235 4931 -7139
1235 7273 -17593
1235 7722 -9352
1236 2102 9196
1236 2961 -10506
1237 2407 9566
1237 3935 -12098
1237 6608 14652
1237 7448 -4064
1238 5212 10454
1238 5447 2499
1239 5027 13406
1239 6141 -3636
1239 6772 -15130
1239 9672 -16300
1240 2067 -3772
1240 3467 -19774
1240 4764 1307
1240 5543 3543
1240 8121 9170
1241 4275 7812
1241 4298 5067
1241 7583 -9600
1241 9809 14176
1242 4776 3806
1243 8171 7022
1243 8670 2257
1244 5638 1858
1244 7838 19564
1245 1835 1875
1245 2348 -10687
1245 3787 3300
1245 4242 16622
1245 8339 -19068
1245 8705 17263
1246 9458 -4503
1246 9504 -3629
1247 2098 -11997
1247 2116 -3931
1247 3206 2788
1247 5752 2679
1248 2370 8743
1248 4323 3978
1248 8507 12475
1249 2846 2158
1249 4587 -9788
1249 6514 -10021
1250 6371 -16458
1250 6461 2703
1250 8226 -11175
1250 8590 15196
1251 7527 8852
1252 2240 11430
1252 3690 17628
1253 1340 -12477
1253 4101 -460
1253 5562 8139
1253 7281 -13447
1253 7288 11719
1254 2476 12947
1254 4957 -10881
1254 6796 -6672
1254 8081 19128
1255 3409 -9147
1255 6234 15499
1255 7432 6523
1255 8147 -16406
1256 4177 -6236
1256 5984 -7837
1256 6745 5006
1256 8141 1619
1257 2532 19838
1257 3027 -18185
1257 6664 2369
1258 2215 6641
1258 2307 -19165
1258 4115 17006
1258 4548 -6100
1258 6525 -5644
1258 7707 2725
1258 9533 5470
1259 3559 -16515
1259 4835 188
1259 7139 310
1260 4110 -13744
1260 5301 -3908
1260 6187 4416
1260 9041 19278
1261 7924 -9181
1261 9917 -17211
1262 2270 19180
1262 2642 -14003
1262 2669 -12240
1262 4737 -15489
1262 5044 16965
1262 8707 -2891
1263 3886 17303
1263 4988 18449
1263 8234 9240
1264 3543 11751
1264 5339 -3716
1264 7267 7098
1264 9019 -7450
1265 5677 212
1265 6699 246
1265 8072 -14453
1266 2849 -17638
1266 3088 11967
1266 5411 -16234
1266 6110 13373
1266 7246 -734
1267 3866 434
1267 9514 19588
1267 9621 -6993
1268 2289 16060
1268 6004 15346
1268 6213 -7655
1268 6290 6209
1268 9718 -16532
1269 1710 -11209
1269 5267 -17595
1269 5736 12882
1269 9756 -10508
1270 5475 10028
1270 8123 -10258
1270 9541 -4214
1271 1806 8328
1271 2620 19325
1271 5043 -10608
1271 5483 -3983
1272 7017 -25
1272 7033 -3956
1272 7095 15450
1273 1662 18110
1273 2300 8979
1273 6030 -17989
1273 6199 -12983
1274 6771 12520
1274 9347 15577
1275 2827 19490
1275 5436 -13481
1275 7626 -14819
1276 5006 -10791
1276 7111 15677
1277 3829 -2142
1277 6306 -4907
1277 7427 -10076
1278 1614 8257
1278 3736 -11750
1278 5722 -4458
1278 7815 1001
1279 4125 2463
1279 6452 1614
1279 6705 7159
1279 8759 -16019
1280 8139 -17039
1280 9744 13194
1281 3492 10932
1281 6701 12109
1281 9414 17797
1282 1958 -13912
1282 4559 17020
1282 4989 989
1282 6167 -9222
1283 1853 -6654
1283 2230 3525
1284 8419 -13968
1284 9539 -12665
1285 3059 -16256
1285 5938 10239
1285 6144 9281
1286 1789 -1913
1286 6812 19872
1286 8557 18217
1286 9662 19508
1287 1363 5966
1287 4611 4429
1287 5496 -4441
1287 6995 -19848
1287 8681 -3631
1288 2915 13468
1288 3208 -11977
1288 7123 -13843
1288 8005 -17241
1289 4972 9798
1289 7780 -244
1289 8268 7830
1290 1666 -8156
1290 3087 -4967
1290 3983 -9713
1290 4596 603
1290 6195 -1660
1290 7532 -14462
1290 7750 12046
1290 8521 -1853
1290 8769 -14572
1291 6021 -1008
1291 6248 12806
1292 2367 -4813
1292 4311 -1704
1292 7976 -17803
1293 5857 2973
1293 6575 2074
1294 1485 2936
1294 5232 -700
1294 8992 -2845
1295 2353 11978
1295 5000 5758
1295 6556 -9262
1295 7978 -16123
1295 8169 8483
1296 3508 4561
1296 6172 -13515
1296 6678 -8413
1296 8655 17738
1297 3616 -2297
1297 4627 10016
1297 6245 4754
1297 7520 -3317
1298 2940 6049
1298 3120 4742
1298 4045 -11146
1298 7403 10242
1298 9969 6109
1299 2943 -9975
1299 7250 9937
1299 7936 -17451
1300 3796 -14728
1300 6945 16882
1301 2495 -19150
1301 2598 -16469
1301 3291 -19022
1301 5167 17906
1302 2244 -19437
1302 4524 6827
1303 5894 7325
1303 6990 -14822
1303 8928 -18509
1303 9069 -9134
1304 8282 5842
1304 8579 -5204
1305 4177 5368
1305 5710 2739
1305 7914 -18590
1305 9045 -15162
1305 9983 -5949
1306 1407 -809
1306 1644 -9035
1306 4503 14645
1306 5404 11278
1306 6682 -18476
1306 9606 -1532
1306 9871 -8864
1307 1599 10274
1307 5749 -235
1307 6049 6802
1307 6354 1186
1307 8236 3623
1307 9055 7074
1308 1514 16699
1308 3333 -18249
1308 3777 -17933
1308 4487 4566
1308 4864 12598
1308 8023 16398
1309 1783 16863
1309 2180 -15912
1309 2838 -15232
1309 5028 12365
1309 8087 -17243
1310 4123 19009
1310 6616 -13122
1310 6689 18251
1310 7016 -8548
1310 7437 18014
1310 8782 -18621
1311 7112 -18095
1311 9552 -7987
1312 3057 -15238
1312 3174 6239
1313 2727 18677
1313 5232 8630
1313 6691 6275
1313 6944 -8615
1313 7883 -5228
1314 3973 433
1314 5946 2404
1315 1467 -8148
1315 1512 14458
1315 5012 4099
1315 6203 -15092
1315 7158 15772
1315 9910 16796
1315 9995 -19667
1316 4550 467
1317 4845 11682
1317 8207 3954
1318 5963 2356
1318 9746 209
1318 9848 2815
1319 4634 15088
1319 6434 4505
1319 8807 -10544
1319 9090 -4742
1320 2704 -18445
1320 3579 -1928
1320 4712 9425
1320 6215 -3012
1320 7619 6197
1320 8266 11227
1321 2886 10999
1321 3019 18076
1321 4757 14657
1321 4956 4795
1321 8965 4786
1322 3809 -4767
1322 3936 7188
1322 4793 16475
1323 1929 641
1323 8455 -12822
1323 9521 -10948
1324 6425 13792
1324 9675 1976
1325 4402 -3445
1325 5655 -10982
1326 1540 11902
1326 6088 -4134
1326 7619 -10616
1327 2716 2482
1327 2849 8546
1327 4731 6614
1327 8553 -18072
1327 8623 60
1328 1906 8334
1328 4387 -18662
1328 4962 16994
1329 4363 -11738
1329 6696 -1026
1329 9597 8163
1330 2454 11294
1330 3066 -19203
1330 8009 -3429
1330 9123 -6605
1331 1599 7158
1331 4797 -8728
1331 5239 10886
1331 5821 3567
1331 7217 7396
1332 3124 3300
1332 4787 10272
1332 6801 -6385
1333 3945 -4448
1333 5842 16808
1333 6497 -2315
1334 2461 -4317
1334 3670 6490
1334 5650 -17284
1334 9242 3074
1335 2786 17171
1335 2806 -9530
1335 4264 -11797
1336 4449 6707
1336 6072 -17018
1337 4888 -4887
1337 8357 14667
1338 3768 15617
1338 7880 2959
1339 3692 -6934
1339 4835 -15404
1339 8518 9374
1339 8561 6314
1339 9510 18354
1340 2882 907
1341 2125 -7508
1341 6710 -14213
1342 4382 -2312
1342 4411 -17239
1342 6899 2839
1343 6174 -6584
1343 7290 7488
1343 8581 3391
1344 2020 -17851
1344 2912 3918
1344 7159 377
1344 9733 6291
1345 4081 -5931
1345 6281 17763
1345 6483 9918
1345 9022 18722
1345 9303 -7035
1346 3420 13302
1346 4130 10730
1346 8516 16944
1346 9057 -6945
1347 3229 -14271
1347 4403 12301
1347 5342 16357
1348 2277 -14049
1348 3725 -9031
1349 2117 6261
1349 3422 -5046
1349 5130 14201
1349 7279 18265
1349 8546 10382
1349 8961 6982
1349 9235 7203
1350 3136 -16411
1350 3882 11739
1350 4150 -7962
1350 5971 -5670
1350 6311 -18474
1350 8256 19256
1351 1907 16713
1351 6130 -13126
1352 2668 -5938
1352 3555 6430
1352 7083 7979
1353 9086 -6675
1354 4954 -9066
1354 5714 -212
1354 6555 12806
1354 8121 -8573
1354 8655 15670
1355 3465 -11249
1355 6384 -1623
1355 7708 7297
1355 9696 -17158
1356 3381 -19010
1356 3525 -16754
1356 8961 -5889
1356 9423 11974
1357 1516 365
1357 2350 -4189
1357 2779 2511
1357 7148 -14363
1357 9477 12006
1358 2065 -16811
1358 6383 -9263
1358 8371 3303
1358 9683 18261
1359 8158 -3449
1360 2714 -5051
1360 5166 18142
1361 2018 -588
1362 3909 18870
1362 5815 -13847
1362 6711 3766
1363 2439 -4045
1363 5674 11543
1363 9165 18454
1363 9636 5807
1363 9860 -16452
1364 1923 12261
1364 2317 -2474
1364 3439 -7611
1364 7874 -8037
1364 8593 -10211
1365 1832 1531
1365 9094 10706
1366 4315 -11434
1366 5642 13085
1366 9255 1156
1367 8594 -6826
1367 9131 18540
1368 3547 2625
1368 5830 4328
1368 6720 16164
1368 6915 19962
1368 7616 7895
1368 9500 -15189
1369 6877 -5774
1369 8452 3050
1369 9968 -3384
1370 7678 3770
1370 9029 17994
1371 3265 -17079
1371 3699 -7054
1371 4077 -926
1371 4865 13377
1371 5170 -164
1371 6932 19243
1371 7932 459
1372 1660 -12929
1372 3739 2275
1372 6790 8469
1372 6813 6160
1373 4578 9752
1373 9409 7143
1374 1759 -15560
1374 8333 -19371
1375 1663 15659
1375 1736 -7606
1375 1754 19225
1375 6589 -13070
1375 6849 15316
1375 9276 -17483
1376 7919 272
1376 8435 13845
1377 2528 -16878
1377 7278 -14992
1377 7734 3465
1377 9361 -9047
1378 2274 -13040
1378 4667 14457
1378 7977 4780
1379 1542 -10783
1379 1625 19545
1379 3405 13808
1379 7247 -11540
1380 2365 -833
1380 4937 2613
1380 8026 -15606
1381 3351 982
1381 4689 7187
1381 5461 18830
1381 8060 -1164
1382 2292 -18224
1382 3202 16487
1382 6385 -7686
1383 5106 -3616
1383 6650 17
1383 9396 -114
1384 2328 5697
1384 9259 18270
1384 9269 15190
1385 2060 12492
1385 5614 12956
1385 8924 4095
1385 8968 11077
1386 1640 -14090
1386 3999 -18128
1387 3910 -2104
1388 3965 -13666
1388 7330 2514
1388 7627 -14922
1388 9142 8967
1389 2886 -17037
1389 6516 -19304
1389 8158 14944
1389 8261 8895
1390 1488 11409
1390 3632 8247
1390 7670 -11770
1390 7748 -15662
1390 8793 16153
1391 2517 11625
1391 2673 18111
1391 4077 -10987
1391 8246 17002
1391 9918 11740
1392 5665 -15586
1392 5927 -18074
1392 6576 18314
1392 6844 16150
1392 7434 -10641
1393 3104 3291
1393 4393 7950
1393 6642 10960
1393 8472 -16833
1394 8162 -5441
1394 9515 -16501
1395 2607 12875
1395 5033 7137
1395 6128 -1068
1395 7496 -8316
1395 8442 -3933
1396 4658 6860
1396 7608 -13384
1396 9191 18279
1397 4394 9318
1397 5606 -13784
1397 6937 -8103
1398 3005 -17286
1398 4626 3077
1398 5553 4986
1398 7198 13709
1398 7262 1223
1398 8317 18225
1398 9198 -14817
1399 4380 -19711
1399 5815 -17241
1399 6684 18554
1400 4745 7911
1400 4937 7003
1400 5238 6360
1400 6825 15822
1401 3354 -8826
1401 4123 3365
1402 1701 3614
1402 9017 -16440
1402 9583 -14069
1403 4689 -513
1403 7940 -8899
1404 2137 13327
1404 5011 -19927
1404 8824 4960
1404 9660 2309
1405 2732 10379
1405 4397 -955
1405 8142 8305
1405 8145 3675
1405 8714 8070
1406 6626 17086
1406 7940 13289
1407 2388 9063
1407 3995 -6062
1407 5015 -13182
1407 6062 2283
1407 6454 2870
1407 9142 9477
1408 1863 9465
1408 5289 14985
1408 9098 -19687
1408 9150 3746
1409 8899 17561
1410 2213 16360
1410 4113 -11996
1410 4623 -3914
1410 5949 -18972
1410 9957 17017
1411 3683 -12966
1411 3993 -19411
1411 4550 17174
1411 4768 17856
1412 3226 -14111
1412 3378 6121
1412 3453 6127
1412 6424 11022
1412 7282 -11904
1413 3926 -355
1413 4595 -5385
1413 4776 -15559
1414 1793 4939
1414 4373 -1424
1414 6938 17051
1414 8656 2036
1415 5264 -18091
1415 7448 4331
1415 7694 -18186
1416 4989 2848
1417 1876 2045
1417 2007 4175
1417 8661 2566
1418 3300 -11539
1418 5412 11891
1418 7736 -8204
1418 8388 -6503
1418 8632 6514
1419 1575 13485
1419 6605 4385
1419 8287 13191
1420 6032 -13603
1420 6437 15229
1421 5073 16092
1421 8017 9610
1422 3910 14326
1422 6183 4811
1422 9334 12498
1423 7233 -16271
1423 9227 -5028
1424 2634 14050
1424 2826 -9416
1425 4299 -4149
1425 6626 14234
1425 6677 -14121
1425 8312 16447
1426 2964 -5319
1426 3252 -14638
1426 4597 16791
1427 9601 8258
1429 3753 -10569
1429 3915 9816
1429 6729 13446
1429 6741 -17771
1429 9331 -3239
1430 6046 14499
1431 3799 12360
1431 4500 -12455
1431 8389 12903
1431 9971 -975
1432 1835 -12362
1432 2864 13697
1432 4900 18102
1433 2740 3293
1433 6440 -16752
1434 2057 13359
1434 6198 17235
1434 7650 18432
1435 5241 4408
1436 1964 -11431
1436 7496 4424
1437 8834 18780
1437 9684 13143
1438 4417 -9839
1438 9696 9018
1439 3160 -15305
1439 3774 -8444
1439 5449 1889
1439 5552 -8844
1439 5931 -10013
1439 6954 -670
1439 7202 -13815
1439 7506 2416
1439 9827 -13464
1440 1639 -14150
1440 4181 -10953
1440 4221 -15581
1440 4780 12604
1440 9226 3752
1441 6781 4186
1442 3445 17404
1442 3989 9077
1442 6505 -19263
1442 8404 1018
1443 3063 -17641
1443 5667 4386
1443 6296 6369
1443 6926 -9974
1444 3294 17189
1444 3916 -7610
1444 3993 17475
1444 5752 -830
1444 7864 -16011
1445 4344 -18205
1445 5040 5429
1445 8102 -13458
1446 2256 6395
1446 2634 -1451
1446 3134 -15997
1447 3140 3548
1447 4063 2125
1447 6074 -9870
1447 9835 17813
1448 3376 3112
1448 4819 -6400
1448 7950 -19669
1448 8828 -6891
1448 9820 -19328
1449 6168 1488
1449 7878 9748
1450 2685 2494
1450 4052 -7604
1450 4672 -12939
1450 5773 -5919
1450 8658 -1680
1451 3113 -16972
1451 4627 16507
1451 6089 9084
1452 5060 -19517
1453 1535 -12190
1453 2158 2025
1453 8170 1005
1453 8556 8292
1454 9564 4223
1455 1773 11557
1455 4357 2256
1455 5916 6165
1455 7666 -16643
1455 9007 -19383
1455 9288 -19692
1456 4497 -12591
1456 5749 -18871
1456 9755 -1685
1457 7292 -1563
1457 7974 -19896
1457 8262 -7193
1457 9309 17330
1458 1617 10923
1458 6436 18890
1458 7714 15863
1458 8029 -9898
1458 8451 19431
1458 9171 17469
1459 2090 -13886
1459 2916 1359
1459 3170 -9419
1459 3462 -13735
1459 3826 148
1459 5453 -11277
1459 7868 -2093
1460 2875 11914
1460 4389 -16607
1461 1550 -11002
1461 2188 9034
1461 3483 -3057
1461 3900 1870
1461 9502 -5816
1462 1579 -12220
1462 3560 14856
1462 4298 -13635
1462 6027 -834
1462 6288 -1717
1463 3633 -7112
1463 5706 390
1463 7501 -9565
1464 2782 -15174
1464 5194 391
1464 5324 5693
1464 5839 -16315
1464 7467 -13453
1465 1731 -4082
1465 5482 -9614
1466 2287 -7084
1466 3128 8200
1466 4858 -1126
1466 5858 -1853
1467 3967 9297
1467 6981 18597
1467 9008 19122
1467 9248 9383
1468 2613 -15225
1468 3863 17556
1468 3988 12784
1468 4363 -11042
1468 9182 6007
1469 3456 2831
1469 3554 -17374
1469 4566 -13676
1469 9538 9639
1470 5238 -15688
1470 6321 16142
1470 6892 -1629
1470 7759 11557
1470 8204 2760
1471 1849 -10200
1471 3557 15873
1471 5454 10624
1471 8696 -17639
1472 2473 -10423
1472 7126 -13871
1472 7287 -10622
1472 7351 11430
1472 8049 -1125
1472 9338 -3084
1473 5325 -8645
1473 7158 -19004
1473 8370 9713
1474 3833 17004
1474 3876 19732
1474 5856 -737
1474 8995 2810
1475 1703 19493
1475 5560 -16844
1475 8874 -928
1476 1895 -1515
1476 6413 6716
1476 7473 -6620
1476 9669 -7373
1477 3347 12274
1477 5317 12051
1477 5777 19100
1477 8922 -1752
1477 9332 17025
1478 1974 -11780
1478 3371 -8531
1479 7586 -3084
1479 9633 1325
1480 3598 -13720
1480 4369 -17998
1480 7276 -2122
1480 8548 -18733
1480 8864 -15723
1481 7952 -15774
1481 8314 5461
1481 8468 -18673
1482 1564 13781
1482 1717 -852
1482 5816 3737
1483 2646 -4905
1483 7041 2400
1483 7343 1244
1484 1865 6678
1484 4918 -16988
1484 8583 8877
1485 3848 -16477
1485 5994 -13258
1486 4329 -4516
1486 5122 -12012
1486 6620 -7954
1486 8838 17682
1487 2947 12185
1487 8125 1637
1488 1867 -14451
1488 3529 17945
1488 8555 -19228
1488 9604 18714
1489 3446 -449
1489 5172 6140
1490 5815 19889
1490 8420 -3372
1490 8550 15041
1491 2346 -17647
1491 2774 3114
1491 4923 -11911
1491 5567 -14367
1491 6887 -5365
1491 7625 -10459
1492 3000 -3131
1492 3256 -16843
1492 5352 9005
1492 8610 -2059
1492 9530 12870
1493 5921 -5619
1493 6780 15804
1494 2104 -4463
1494 6996 15476
1495 2504 12125
1495 5015 9242
1495 5460 -19843
1495 9901 -17775
1496 3420 7256
1496 4776 -1439
1496 7380 10277
1496 9290 8053
1497 4165 18453
1497 5018 16163
1497 5467 -1676
1497 6963 -1122
1497 7461 -9523
1497 8922 -18430
1497 9892 -2124
1498 1774 7749
1498 2942 3855
1498 7808 -2227
1499 2970 12157
1499 6499 270
1500 1683 -405
1500 2423 9359
1500 6523 7686
1500 6823 -19919
1500 7165 -13749
1501 2302 15753
1501 3626 3167
1501 6941 -19650
1501 7691 -646
1502 1794 -7186
1502 9284 -18574
1502 9484 13685
1503 6354 -9846
1503 8887 -18611
1503 9930 12737
1504 1565 -3991
1504 2766 11823
1504 8835 -5040
1505 4926 -12672
1505 6101 8312
1505 6521 856
1505 7980 -13108
1506 3048 -5231
1506 5995 -17486
1506 7096 6497
1507 1872 -17962
1507 4316 -5685
1507 6648 8405
1507 7215 -19046
1508 2510 3718
1508 3321 -17125
1508 5396 4283
1509 4850 15655
1509 6303 -7764
1509 9626 10238
1509 9701 18748
1510 1898 9941
1510 3631 -16241
1510 6894 13554
1510 9096 -3556
1510 9405 17949
1511 2101 -17884
1511 8821 7960
1511 9438 -19700
1512 4108 -10052
1513 3271 13700
1513 5677 -16436
1514 2931 -16252
1515 4188 16094
1515 4609 -8522
1515 5224 15449
1515 8349 -1569
1515 8796 19342
1516 3142 1348
1516 4994 11168
1517 1942 8852
1517 7956 12620
1517 9693 -9155
1518 1523 -2109
1518 5988 -9167
1518 8074 -14532
